Issuer,Type,Lien,Election,Series,Cusip,Secondary Credit,Term,Maturity,Par Amount,Outstanding Amount,Coupon,Call Date,Call Price,Fed Tax,AMT
Alameda USD,,,2014,2018B,010824LE8,,,8/1/2036,"$335,000 ","$335,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824LF5,,,8/1/2037,"$350,000 ","$350,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824LG3,,,8/1/2038,"$510,000 ","$510,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824LH1-20390801,,Y,8/1/2039,"$11,930,000 ","$205,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824LH1-20400801,,Y,8/1/2040,"$11,930,000 ","$3,560,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824LH1-20410801,,Y,8/1/2041,"$11,930,000 ","$3,900,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824LH1-20420801,,Y,8/1/2042,"$11,930,000 ","$4,265,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824LP3,,,8/1/2026,"$1,610,000 ","$1,610,000 ",4.00%,,,Tax-Exempt,
Alameda USD,,,2014,2019C,010824LQ1,,,8/1/2027,"$2,050,000 ","$2,050,000 ",4.00%,,,Tax-Exempt,
Alameda USD,,,2014,2019C,010824LR9,,,8/1/2028,"$2,170,000 ","$2,170,000 ",4.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824LS7,,,8/1/2029,"$2,320,000 ","$2,320,000 ",4.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824LT5,,,8/1/2030,"$2,365,000 ","$2,365,000 ",4.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824LU2,,,8/1/2031,"$2,535,000 ","$2,535,000 ",4.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824LV0,,,8/1/2032,"$2,465,000 ","$2,465,000 ",4.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824LW8,,,8/1/2033,"$2,295,000 ","$2,295,000 ",4.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824LX6,,,8/1/2034,"$2,485,000 ","$2,485,000 ",4.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824LY4,,,8/1/2035,"$2,445,000 ","$2,445,000 ",3.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824LZ1,,,8/1/2036,"$2,585,000 ","$2,585,000 ",3.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824MA5,,,8/1/2037,"$2,795,000 ","$2,795,000 ",3.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824MB3,,,8/1/2038,"$3,450,000 ","$3,450,000 ",3.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824MC1,,,8/1/2039,"$2,695,000 ","$2,695,000 ",3.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824MD9-20400801,,Y,8/1/2040,"$18,355,000 ","$5,620,000 ",3.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824MD9-20410801,,Y,8/1/2041,"$18,355,000 ","$6,110,000 ",3.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2019C,010824MD9-20420801,,Y,8/1/2042,"$18,355,000 ","$6,625,000 ",3.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2022,2023A,010824MG2,,,8/1/2030,"$1,230,000 ","$1,230,000 ",5.00%,,,Tax-Exempt,
Alameda USD,,,2022,2023A,010824MH0,,,8/1/2031,"$1,280,000 ","$1,280,000 ",5.00%,,,Tax-Exempt,
Alameda USD,,,2022,2023A,010824MJ6,,,8/1/2032,"$1,330,000 ","$1,330,000 ",5.00%,,,Tax-Exempt,
Alameda USD,,,2022,2023A,010824MK3,,,8/1/2033,"$1,380,000 ","$1,380,000 ",5.00%,,,Tax-Exempt,
Alameda USD,,,2022,2023A,010824ML1,,,8/1/2034,"$1,435,000 ","$1,435,000 ",5.00%,8/1/2033,100,Tax-Exempt,
Alameda USD,,,2022,2023A,010824MM9,,,8/1/2035,"$1,495,000 ","$1,495,000 ",5.00%,8/1/2033,100,Tax-Exempt,
Alameda USD,,,2022,2023A,010824MN7,,,8/1/2036,"$1,555,000 ","$1,555,000 ",5.00%,8/1/2033,100,Tax-Exempt,
Alameda USD,,,2022,2023A,010824MP2,,,8/1/2037,"$1,615,000 ","$1,615,000 ",5.00%,8/1/2033,100,Tax-Exempt,
Alameda USD,,,2022,2023A,010824MQ0,,,8/1/2038,"$1,680,000 ","$1,680,000 ",5.00%,8/1/2033,100,Tax-Exempt,
Alameda USD,,,2022,2023A,010824MR8,,,8/1/2039,"$1,750,000 ","$1,750,000 ",5.00%,8/1/2033,100,Tax-Exempt,
Alameda USD,,,2022,2023A,010824MS6,,,8/1/2040,"$1,820,000 ","$1,820,000 ",5.00%,8/1/2033,100,Tax-Exempt,
